date,state,stateId,family
1957-10-04,Soviet Union,SU,R-7
1957-11-03,Soviet Union,SU,R-7
1957-12-06,United States,US,Other
1958-02-01,United States,US,Other
1958-02-05,United States,US,Other
1958-03-05,United States,US,Other
1958-03-17,United States,US,Other
1958-03-26,United States,US,Other
1958-04-27,Soviet Union,SU,R-7
1958-04-29,United States,US,Other
1958-05-15,Soviet Union,SU,R-7
1958-05-28,United States,US,Other
1958-06-26,United States,US,Other
1958-07-25,United States,US,Other
1958-07-26,United States,US,Other
1958-08-12,United States,US,Other
1958-08-17,United States,US,Thor
1958-08-22,United States,US,Other
1958-08-24,United States,US,Other
1958-08-25,United States,US,Other
1958-08-26,United States,US,Other
1958-08-28,United States,US,Other
1958-09-23,Soviet Union,SU,R-7
1958-09-26,United States,US,Other
1958-10-11,United States,US,Thor
1958-10-11,Soviet Union,SU,R-7
1958-10-23,United States,US,Other
1958-11-08,United States,US,Thor
1958-12-04,Soviet Union,SU,R-7
1958-12-06,United States,US,Other
1958-12-18,United States,US,Atlas
1959-01-02,Soviet Union,SU,R-7
1959-02-17,United States,US,Other
1959-02-28,United States,US,Thor
1959-03-03,United States,US,Other
1959-04-13,United States,US,Thor
1959-04-13,United States,US,Thor
1959-04-14,United States,US,Other
1959-04-14,United States,US,Other
1959-06-03,United States,US,Thor
1959-06-03,United States,US,Thor
1959-06-18,Soviet Union,SU,R-7
1959-06-22,United States,US,Other
1959-06-25,United States,US,Thor
1959-06-25,United States,US,Thor
1959-07-16,United States,US,Other
1959-08-07,United States,US,Thor
1959-08-13,United States,US,Thor
1959-08-13,United States,US,Thor
1959-08-15,United States,US,Other
1959-08-19,United States,US,Thor
1959-08-19,United States,US,Thor
1959-09-12,Soviet Union,SU,R-7
1959-09-17,United States,US,Thor
1959-09-18,United States,US,Other
1959-10-04,Soviet Union,SU,R-7
1959-10-13,United States,US,Other
1959-11-07,United States,US,Thor
1959-11-07,United States,US,Thor
1959-11-20,United States,US,Thor
1959-11-20,United States,US,Thor
1959-11-26,United States,US,Atlas
1960-02-04,United States,US,Thor
1960-02-04,United States,US,Thor
1960-02-04,United States,US,Thor
1960-02-19,United States,US,Thor
1960-02-19,United States,US,Thor
1960-02-19,United States,US,Thor
1960-02-26,United States,US,Atlas
1960-03-11,United States,US,Thor
1960-03-23,United States,US,Other
1960-04-01,United States,US,Thor
1960-04-13,United States,US,Thor
1960-04-13,United States,US,Thor
1960-04-15,Soviet Union,SU,R-7
1960-04-15,United States,US,Thor
1960-04-15,United States,US,Thor
1960-04-15,United States,US,Thor
1960-04-16,Soviet Union,SU,R-7
1960-05-13,United States,US,Thor
1960-05-15,Soviet Union,SU,R-7
1960-05-24,United States,US,Atlas
1960-06-22,United States,US,Thor
1960-06-22,United States,US,Thor
1960-06-29,United States,US,Thor
1960-06-29,United States,US,Thor
1960-07-28,Soviet Union,SU,R-7
1960-08-10,United States,US,Thor
1960-08-10,United States,US,Thor
1960-08-10,United States,US,Thor
1960-08-12,United States,US,Thor
1960-08-18,United States,US,Thor
1960-08-18,United States,US,Thor
1960-08-18,United States,US,Thor
1960-08-18,United States,US,Thor
1960-08-19,Soviet Union,SU,R-7
1960-09-13,United States,US,Thor
1960-09-13,United States,US,Thor
1960-09-13,United States,US,Thor
1960-09-13,United States,US,Thor
1960-09-25,United States,US,Atlas
1960-10-04,United States,US,Thor
1960-10-10,Soviet Union,SU,R-7
1960-10-11,United States,US,Atlas
1960-10-11,United States,US,Atlas
1960-10-14,Soviet Union,SU,R-7
1960-10-26,United States,US,Thor
1960-10-26,United States,US,Thor
1960-10-26,United States,US,Thor
1960-10-26,United States,US,Thor
1960-11-03,United States,US,Other
1960-11-12,United States,US,Thor
1960-11-12,United States,US,Thor
1960-11-12,United States,US,Thor
1960-11-12,United States,US,Thor
1960-11-23,United States,US,Thor
1960-11-30,United States,US,Thor
1960-11-30,United States,US,Thor
1960-12-01,Soviet Union,SU,R-7
1960-12-04,United States,US,Other
1960-12-07,United States,US,Thor
1960-12-07,United States,US,Thor
1960-12-07,United States,US,Thor
1960-12-15,United States,US,Atlas
1960-12-20,United States,US,Thor
1960-12-22,Soviet Union,SU,R-7
1961-01-31,United States,US,Atlas
1961-01-31,United States,US,Atlas
1961-02-04,Soviet Union,SU,R-7
1961-02-12,Soviet Union,SU,R-7
1961-02-16,United States,US,Other
1961-02-17,United States,US,Thor
1961-02-17,United States,US,Thor
1961-02-17,United States,US,Thor
1961-02-18,United States,US,Thor
1961-02-22,United States,US,Thor
1961-02-22,United States,US,Thor
1961-02-25,United States,US,Other
1961-03-09,Soviet Union,SU,R-7
1961-03-25,Soviet Union,SU,R-7
1961-03-25,United States,US,Thor
1961-03-30,United States,US,Thor
1961-03-30,United States,US,Thor
1961-03-30,United States,US,Thor
1961-04-08,United States,US,Thor
1961-04-08,United States,US,Thor
1961-04-08,United States,US,Thor
1961-04-12,Soviet Union,SU,R-7
1961-04-25,United States,US,Atlas
1961-04-27,United States,US,Other
1961-05-24,United States,US,Other
1961-06-08,United States,US,Thor
1961-06-08,United States,US,Thor
1961-06-16,United States,US,Thor
1961-06-16,United States,US,Thor
1961-06-16,United States,US,Thor
1961-06-16,United States,US,Thor
1961-06-16,United States,US,Thor
1961-06-29,United States,US,Thor
1961-06-29,United States,US,Thor
1961-06-29,United States,US,Thor
1961-06-30,United States,US,Other
1961-07-07,United States,US,Thor
1961-07-07,United States,US,Thor
1961-07-07,United States,US,Thor
1961-07-07,United States,US,Thor
1961-07-07,United States,US,Thor
1961-07-12,United States,US,Thor
1961-07-12,United States,US,Atlas
1961-07-12,United States,US,Atlas
1961-07-21,United States,US,Thor
1961-07-21,United States,US,Thor
1961-08-04,United States,US,Thor
1961-08-04,United States,US,Thor
1961-08-04,United States,US,Thor
1961-08-04,United States,US,Thor
1961-08-06,Soviet Union,SU,R-7
1961-08-16,United States,US,Thor
1961-08-23,United States,US,Atlas
1961-08-25,United States,US,Other
1961-08-30,United States,US,Thor
1961-08-30,United States,US,Thor
1961-08-30,United States,US,Thor
1961-08-30,United States,US,Thor
1961-08-30,United States,US,Thor
1961-09-09,United States,US,Atlas
1961-09-12,United States,US,Thor
1961-09-12,United States,US,Thor
1961-09-12,United States,US,Thor
1961-09-12,United States,US,Thor
1961-09-13,United States,US,Atlas
1961-09-17,United States,US,Thor
1961-09-17,United States,US,Thor
1961-09-17,United States,US,Thor
1961-09-17,United States,US,Thor
1961-09-17,United States,US,Thor
1961-10-13,United States,US,Thor
1961-10-13,United States,US,Thor
1961-10-13,United States,US,Thor
1961-10-13,United States,US,Thor
1961-10-21,United States,US,Atlas
1961-10-21,United States,US,Atlas
1961-10-21,United States,US,Atlas
1961-10-23,United States,US,Thor
1961-10-23,United States,US,Thor
1961-10-27,Soviet Union,SU,Other
1961-11-01,United States,US,Other
1961-11-05,United States,US,Thor
1961-11-05,United States,US,Thor
1961-11-05,United States,US,Thor
1961-11-05,United States,US,Thor
1961-11-05,United States,US,Thor
1961-11-15,United States,US,Thor
1961-11-15,United States,US,Thor
1961-11-15,United States,US,Thor
1961-11-15,United States,US,Thor
1961-11-18,United States,US,Atlas
1961-11-22,United States,US,Atlas
1961-11-29,United States,US,Atlas
1961-12-11,Soviet Union,SU,R-7
1961-12-12,United States,US,Thor
1961-12-12,United States,US,Thor
1961-12-12,United States,US,Thor
1961-12-12,United States,US,Thor
1961-12-12,United States,US,Thor
1961-12-12,United States,US,Thor
1961-12-21,Soviet Union,SU,Other
1961-12-22,United States,US,Atlas
1961-12-22,United States,US,Atlas
1962-01-13,United States,US,Thor
1962-01-13,United States,US,Thor
1962-01-13,United States,US,Thor
1962-01-13,United States,US,Thor
1962-01-24,United States,US,Thor
1962-01-24,United States,US,Thor
1962-01-24,United States,US,Thor
1962-01-24,United States,US,Thor
1962-01-24,United States,US,Thor
1962-01-26,United States,US,Atlas
1962-01-26,United States,US,Atlas
1962-02-08,United States,US,Thor
1962-02-20,United States,US,Atlas
1962-02-21,United States,US,Thor
1962-02-27,United States,US,Thor
1962-02-27,United States,US,Thor
1962-02-27,United States,US,Thor
1962-02-27,United States,US,Thor
1962-03-07,United States,US,Thor
1962-03-07,United States,US,Atlas
1962-03-07,United States,US,Atlas
1962-03-16,Soviet Union,SU,Other
1962-04-06,Soviet Union,SU,Other
1962-04-09,United States,US,Atlas
1962-04-09,United States,US,Atlas
1962-04-09,United States,US,Atlas
1962-04-18,United States,US,Thor
1962-04-18,United States,US,Thor
1962-04-18,United States,US,Thor
1962-04-18,United States,US,Thor
1962-04-23,United States,US,Atlas
1962-04-23,United States,US,Atlas
1962-04-24,Soviet Union,SU,Other
1962-04-26,Soviet Union,SU,R-7
1962-04-26,United States,US,Other
1962-04-26,United States,US,Thor
1962-04-26,United States,US,Atlas
1962-04-26,United States,US,Atlas
1962-04-29,United States,US,Thor
1962-04-29,United States,US,Thor
1962-04-29,United States,US,Thor
1962-05-10,United States,US,Thor
1962-05-15,United States,US,Thor
1962-05-15,United States,US,Thor
1962-05-15,United States,US,Thor
1962-05-24,United States,US,Other
1962-05-24,United States,US,Atlas
1962-05-24,United States,US,Atlas
1962-05-28,Soviet Union,SU,Other
1962-05-30,United States,US,Thor
1962-05-30,United States,US,Thor
1962-05-30,United States,US,Thor
1962-06-01,Soviet Union,SU,R-7
1962-06-02,United States,US,Thor
1962-06-02,United States,US,Thor
1962-06-02,United States,US,Thor
1962-06-02,United States,US,Thor
1962-06-17,United States,US,Atlas
1962-06-17,United States,US,Atlas
1962-06-18,United States,US,Thor
1962-06-19,United States,US,Thor
1962-06-23,United States,US,Thor
1962-06-23,United States,US,Thor
1962-06-23,United States,US,Thor
1962-06-28,United States,US,Thor
1962-06-28,United States,US,Thor
1962-06-28,United States,US,Thor
1962-06-28,United States,US,Thor
1962-06-30,Soviet Union,SU,Other
1962-07-10,United States,US,Thor
1962-07-18,United States,US,Atlas
1962-07-18,United States,US,Atlas
1962-07-21,United States,US,Thor
1962-07-21,United States,US,Thor
1962-07-21,United States,US,Thor
1962-07-22,United States,US,Atlas
1962-07-28,United States,US,Thor
1962-07-28,United States,US,Thor
1962-07-28,United States,US,Thor
1962-07-28,Soviet Union,SU,R-7
1962-08-02,United States,US,Thor
1962-08-02,United States,US,Thor
1962-08-02,United States,US,Thor
1962-08-05,United States,US,Atlas
1962-08-05,United States,US,Atlas
1962-08-11,Soviet Union,SU,R-7
1962-08-12,Soviet Union,SU,R-7
1962-08-18,Soviet Union,SU,Other
1962-08-23,United States,US,Other
1962-08-25,Soviet Union,SU,R-7
1962-08-25,Soviet Union,SU,R-7
1962-08-27,United States,US,Atlas
1962-08-29,United States,US,Thor
1962-08-29,United States,US,Thor
1962-08-29,United States,US,Thor
1962-09-01,Soviet Union,SU,R-7
1962-09-01,Soviet Union,SU,R-7
1962-09-01,United States,US,Thor
1962-09-01,United States,US,Thor
1962-09-01,United States,US,Thor
1962-09-12,Soviet Union,SU,R-7
1962-09-17,United States,US,Thor
1962-09-17,United States,US,Thor
1962-09-17,United States,US,Thor
1962-09-17,United States,US,Thor
1962-09-17,United States,US,Thor
1962-09-18,United States,US,Thor
1962-09-27,Soviet Union,SU,R-7
1962-09-29,United States,US,Thor
1962-09-29,United States,US,Thor
1962-09-29,United States,US,Thor
1962-09-29,United States,US,Thor
1962-09-29,United States,US,Thor
1962-10-02,United States,US,Thor
1962-10-03,United States,US,Atlas
1962-10-09,United States,US,Thor
1962-10-09,United States,US,Thor
1962-10-09,United States,US,Thor
1962-10-17,Soviet Union,SU,R-7
1962-10-18,United States,US,Atlas
1962-10-18,United States,US,Atlas
1962-10-20,Soviet Union,SU,Other
1962-10-24,Soviet Union,SU,R-7
1962-10-25,Soviet Union,SU,Other
1962-10-26,United States,US,Thor
1962-10-27,United States,US,Thor
1962-10-31,United States,US,Thor
1962-11-01,Soviet Union,SU,R-7
1962-11-04,Soviet Union,SU,R-7
1962-11-04,Soviet Union,SU,R-7
1962-11-05,United States,US,Thor
1962-11-05,United States,US,Thor
1962-11-05,United States,US,Thor
1962-11-11,United States,US,Atlas
1962-11-11,United States,US,Atlas
1962-11-11,United States,US,Atlas
1962-11-24,United States,US,Thor
1962-11-24,United States,US,Thor
1962-11-24,United States,US,Thor
1962-11-24,United States,US,Thor
1962-12-04,United States,US,Thor
1962-12-04,United States,US,Thor
1962-12-04,United States,US,Thor
1962-12-13,United States,US,Thor
1962-12-13,United States,US,Thor
1962-12-13,United States,US,Thor
1962-12-13,United States,US,Thor
1962-12-13,United States,US,Thor
1962-12-13,United States,US,Thor
1962-12-13,United States,US,Thor
1962-12-14,United States,US,Thor
1962-12-14,United States,US,Thor
1962-12-14,United States,US,Thor
1962-12-14,United States,US,Thor
1962-12-16,United States,US,Other
1962-12-17,United States,US,Atlas
1962-12-17,United States,US,Atlas
1962-12-17,United States,US,Atlas
1962-12-17,United States,US,Atlas
1962-12-19,United States,US,Other
1962-12-22,Soviet Union,SU,R-7
1963-01-04,Soviet Union,SU,R-7
1963-01-04,Soviet Union,SU,R-7
1963-01-07,United States,US,Thor
1963-01-07,United States,US,Thor
1963-01-07,United States,US,Thor
1963-01-16,United States,US,Thor
1963-02-03,Soviet Union,SU,R-7
1963-02-03,Soviet Union,SU,R-7
1963-02-14,United States,US,Thor
1963-02-19,United States,US,Other
1963-02-28,United States,US,Thor
1963-02-28,United States,US,Thor
1963-02-28,United States,US,Thor
1963-02-28,United States,US,Thor
1963-03-18,United States,US,Thor
1963-03-18,United States,US,Thor
1963-03-18,United States,US,Thor
1963-03-21,Soviet Union,SU,R-7
1963-04-01,United States,US,Thor
1963-04-01,United States,US,Thor
1963-04-02,Soviet Union,SU,R-7
1963-04-02,Soviet Union,SU,R-7
1963-04-03,United States,US,Thor
1963-04-05,United States,US,Other
1963-04-06,Soviet Union,SU,Other
1963-04-13,Soviet Union,SU,Other
1963-04-22,Soviet Union,SU,R-7
1963-04-26,United States,US,Other
1963-04-26,United States,US,Thor
1963-04-26,United States,US,Thor
1963-04-28,Soviet Union,SU,R-7
1963-05-07,United States,US,Thor
1963-05-09,United States,US,Atlas
1963-05-09,United States,US,Atlas
1963-05-09,United States,US,Atlas
1963-05-09,United States,US,Atlas
1963-05-09,United States,US,Atlas
1963-05-09,United States,US,Atlas
1963-05-15,United States,US,Atlas
1963-05-15,United States,US,Atlas
1963-05-15,United States,US,Atlas
1963-05-18,United States,US,Thor
1963-05-18,United States,US,Thor
1963-05-18,United States,US,Thor
1963-05-22,Soviet Union,SU,Other
1963-05-24,Soviet Union,SU,R-7
1963-06-01,Soviet Union,SU,Other
1963-06-12,United States,US,Atlas
1963-06-12,United States,US,Atlas
1963-06-12,United States,US,Atlas
1963-06-12,United States,US,Thor
1963-06-12,United States,US,Thor
1963-06-12,United States,US,Thor
1963-06-12,United States,US,Thor
1963-06-14,Soviet Union,SU,R-7
1963-06-15,United States,US,Thor
1963-06-15,United States,US,Thor
1963-06-15,United States,US,Thor
1963-06-15,United States,US,Thor
1963-06-15,United States,US,Thor
1963-06-15,United States,US,Thor
1963-06-16,United States,US,Other
1963-06-16,Soviet Union,SU,R-7
1963-06-19,United States,US,Thor
1963-06-27,United States,US,Thor
1963-06-27,United States,US,Thor
1963-06-27,United States,US,Thor
1963-06-28,United States,US,Other
1963-06-29,United States,US,Thor
1963-06-29,United States,US,Thor
1963-07-12,United States,US,Atlas
1963-07-12,United States,US,Atlas
1963-07-19,United States,US,Thor
1963-07-19,United States,US,Thor
1963-07-19,United States,US,Atlas
1963-07-19,United States,US,Atlas
1963-07-19,United States,US,Atlas
1963-07-19,United States,US,Atlas
1963-07-19,United States,US,Atlas
1963-07-26,United States,US,Thor
1963-07-31,United States,US,Thor
1963-07-31,United States,US,Thor
1963-08-06,Soviet Union,SU,Other
1963-08-22,Soviet Union,SU,Other
1963-08-25,United States,US,Thor
1963-08-25,United States,US,Thor
1963-08-25,United States,US,Thor
1963-08-29,United States,US,Thor
1963-08-29,United States,US,Thor
1963-08-29,United States,US,Thor
1963-09-06,United States,US,Atlas
1963-09-06,United States,US,Atlas
1963-09-23,United States,US,Thor
1963-09-23,United States,US,Thor
1963-09-23,United States,US,Thor
1963-09-23,United States,US,Thor
1963-09-27,United States,US,Other
1963-09-28,United States,US,Thor
1963-09-28,United States,US,Thor
1963-10-17,United States,US,Atlas
1963-10-17,United States,US,Atlas
1963-10-17,United States,US,Atlas
1963-10-18,Soviet Union,SU,R-7
1963-10-24,Soviet Union,SU,Other
1963-10-25,United States,US,Atlas
1963-10-25,United States,US,Atlas
1963-10-25,United States,US,Atlas
1963-10-29,United States,US,Thor
1963-10-29,United States,US,Thor
1963-10-29,United States,US,Thor
1963-10-29,United States,US,Thor
1963-11-01,Soviet Union,SU,R-7
1963-11-09,United States,US,Thor
1963-11-09,United States,US,Thor
1963-11-09,United States,US,Thor
1963-11-11,Soviet Union,SU,R-7
1963-11-11,Soviet Union,SU,R-7
1963-11-16,Soviet Union,SU,R-7
1963-11-27,United States,US,Thor
1963-11-27,United States,US,Atlas
1963-11-27,United States,US,Thor
1963-11-27,United States,US,Thor
1963-11-27,United States,US,Thor
1963-11-28,Soviet Union,SU,R-7
1963-12-05,United States,US,Thor
1963-12-05,United States,US,Thor
1963-12-13,Soviet Union,SU,Other
1963-12-18,United States,US,Atlas
1963-12-18,United States,US,Atlas
1963-12-19,Soviet Union,SU,R-7
1963-12-19,United States,US,Other
1963-12-21,United States,US,Thor
1963-12-21,United States,US,Thor
1963-12-21,United States,US,Thor
1963-12-21,United States,US,Thor
1963-12-21,United States,US,Thor
1964-01-11,United States,US,Thor
1964-01-11,United States,US,Thor
1964-01-11,United States,US,Thor
1964-01-11,United States,US,Thor
1964-01-11,United States,US,Thor
1964-01-19,United States,US,Thor
1964-01-19,United States,US,Thor
1964-01-21,United States,US,Thor
1964-01-25,United States,US,Thor
1964-01-29,United States,US,Other
1964-01-30,Soviet Union,SU,R-7
1964-01-30,Soviet Union,SU,R-7
1964-01-30,United States,US,Atlas
1964-02-15,United States,US,Thor
1964-02-15,United States,US,Thor
1964-02-15,United States,US,Thor
1964-02-15,United States,US,Thor
1964-02-19,Soviet Union,SU,R-7
1964-02-19,Soviet Union,SU,R-7
1964-02-25,United States,US,Atlas
1964-02-25,United States,US,Atlas
1964-02-27,Soviet Union,SU,Other
1964-02-28,United States,US,Thor
1964-02-28,United States,US,Thor
1964-03-11,United States,US,Atlas
1964-03-11,United States,US,Atlas
1964-03-18,Soviet Union,SU,Other
1964-03-19,United States,US,Thor
1964-03-21,Soviet Union,SU,R-7
1964-03-21,Soviet Union,SU,R-7
1964-03-24,United States,US,Thor
1964-03-24,United States,US,Thor
1964-03-24,United States,US,Thor
1964-03-24,United States,US,Thor
1964-03-27,Soviet Union,SU,R-7
1964-03-27,Soviet Union,SU,R-7
1964-03-27,United States,US,Other
1964-04-02,Soviet Union,SU,R-7
1964-04-02,Soviet Union,SU,R-7
1964-04-04,Soviet Union,SU,R-7
1964-04-08,United States,US,Titan
1964-04-12,Soviet Union,SU,R-7
1964-04-20,Soviet Union,SU,R-7
1964-04-20,Soviet Union,SU,R-7
1964-04-21,United States,US,Thor
1964-04-21,United States,US,Thor
1964-04-23,United States,US,Atlas
1964-04-23,United States,US,Atlas
1964-04-25,Soviet Union,SU,R-7
1964-04-27,United States,US,Thor
1964-04-27,United States,US,Thor
1964-04-27,United States,US,Thor
1964-04-27,United States,US,Thor
1964-05-18,Soviet Union,SU,R-7
1964-05-19,United States,US,Atlas
1964-05-19,United States,US,Atlas
1964-05-28,United States,US,Other
1964-06-04,United States,US,Other
1964-06-04,Soviet Union,SU,R-7
1964-06-04,United States,US,Thor
1964-06-04,United States,US,Thor
1964-06-04,United States,US,Thor
1964-06-06,Soviet Union,SU,Other
1964-06-10,Soviet Union,SU,R-7
1964-06-13,United States,US,Thor
1964-06-13,United States,US,Thor
1964-06-13,United States,US,Thor
1964-06-13,United States,US,Thor
1964-06-18,United States,US,Thor
1964-06-18,United States,US,Thor
1964-06-19,United States,US,Thor
1964-06-19,United States,US,Thor
1964-06-19,United States,US,Thor
1964-06-23,Soviet Union,SU,R-7
1964-06-25,United States,US,Other
1964-06-30,United States,US,Atlas
1964-07-01,Soviet Union,SU,R-7
1964-07-02,United States,US,Thor
1964-07-02,United States,US,Thor
1964-07-06,United States,US,Atlas
1964-07-06,United States,US,Atlas
1964-07-06,United States,US,Atlas
1964-07-10,Soviet Union,SU,R-7
1964-07-10,Soviet Union,SU,R-7
1964-07-10,United States,US,Thor
1964-07-10,United States,US,Thor
1964-07-10,United States,US,Thor
1964-07-15,Soviet Union,SU,R-7
1964-07-17,United States,US,Atlas
1964-07-17,United States,US,Atlas
1964-07-17,United States,US,Atlas
1964-07-28,United States,US,Atlas
1964-07-30,Soviet Union,SU,Other
1964-08-05,United States,US,Thor
1964-08-05,United States,US,Thor
1964-08-05,United States,US,Thor
1964-08-14,Soviet Union,SU,R-7
1964-08-14,United States,US,Atlas
1964-08-14,United States,US,Atlas
1964-08-14,United States,US,Atlas
1964-08-18,Soviet Union,SU,R-14
1964-08-18,Soviet Union,SU,R-14
1964-08-18,Soviet Union,SU,R-14
1964-08-19,United States,US,Thor
1964-08-21,United States,US,Thor
1964-08-21,United States,US,Thor
1964-08-21,United States,US,Thor
1964-08-21,United States,US,Thor
1964-08-22,Soviet Union,SU,R-7
1964-08-22,Soviet Union,SU,Other
1964-08-22,Soviet Union,SU,Other
1964-08-25,United States,US,Other
1964-08-28,United States,US,Thor
1964-08-28,Soviet Union,SU,R-7
1964-09-01,United States,US,Titan
1964-09-05,United States,US,Atlas
1964-09-13,Soviet Union,SU,R-7
1964-09-14,United States,US,Thor
1964-09-14,United States,US,Thor
1964-09-14,United States,US,Thor
1964-09-18,United States,US,Other
1964-09-23,United States,US,Atlas
1964-09-23,United States,US,Atlas
1964-09-24,Soviet Union,SU,R-7
1964-10-04,United States,US,Thor
1964-10-05,United States,US,Thor
1964-10-05,United States,US,Thor
1964-10-05,United States,US,Thor
1964-10-05,United States,US,Thor
1964-10-06,Soviet Union,SU,R-7
1964-10-06,United States,US,Thor
1964-10-06,United States,US,Thor
1964-10-06,United States,US,Thor
1964-10-07,United States,US,Atlas
1964-10-07,United States,US,Atlas
1964-10-07,United States,US,Atlas
1964-10-10,United States,US,Other
1964-10-12,Soviet Union,SU,R-7
1964-10-14,Soviet Union,SU,R-7
1964-10-17,United States,US,Thor
1964-10-17,United States,US,Thor
1964-10-17,United States,US,Thor
1964-10-23,Soviet Union,SU,R-14
1964-10-23,Soviet Union,SU,R-14
1964-10-23,Soviet Union,SU,R-14
1964-10-23,United States,US,Atlas
1964-10-23,United States,US,Atlas
1964-10-23,United States,US,Atlas
1964-10-23,United States,US,Atlas
1964-10-24,Soviet Union,SU,Other
1964-10-28,Soviet Union,SU,R-7
1964-11-02,United States,US,Thor
1964-11-02,United States,US,Thor
1964-11-02,United States,US,Thor
1964-11-02,United States,US,Thor
1964-11-04,United States,US,Thor
1964-11-04,United States,US,Thor
1964-11-05,United States,US,Atlas
1964-11-06,United States,US,Other
1964-11-18,United States,US,Thor
1964-11-18,United States,US,Thor
1964-11-18,United States,US,Thor
1964-11-18,United States,US,Thor
1964-11-18,United States,US,Thor
1964-11-21,United States,US,Other
1964-11-21,United States,US,Other
1964-11-28,United States,US,Atlas
1964-11-30,Soviet Union,SU,R-7
1964-12-01,Soviet Union,SU,Other
1964-12-04,United States,US,Atlas
1964-12-04,United States,US,Atlas
1964-12-09,Soviet Union,SU,Other
1964-12-10,United States,US,Titan
1964-12-11,United States,US,Atlas
1964-12-13,United States,US,Thor
1964-12-13,United States,US,Thor
1964-12-15,United States,US,Other
1964-12-19,United States,US,Thor
1964-12-19,United States,US,Thor
1964-12-19,United States,US,Thor
1964-12-19,United States,US,Thor
1964-12-21,United States,US,Thor
1964-12-21,United States,US,Thor
1964-12-21,United States,US,Thor
1965-01-11,Soviet Union,SU,R-7
1965-01-15,United States,US,Thor
1965-01-15,United States,US,Thor
1965-01-15,United States,US,Thor
1965-01-15,United States,US,Thor
1965-01-19,United States,US,Thor
1965-01-21,United States,US,Atlas
1965-01-22,United States,US,Thor
1965-01-23,United States,US,Atlas
1965-01-23,United States,US,Atlas
1965-01-30,Soviet Union,SU,Other
1965-02-03,United States,US,Thor
1965-02-11,United States,US,Titan
1965-02-11,United States,US,Titan
1965-02-12,Soviet Union,SU,Other
1965-02-16,United States,US,Other
1965-02-16,United States,US,Other
1965-02-17,United States,US,Atlas
1965-02-20,Soviet Union,SU,Other
1965-02-21,Soviet Union,SU,R-14
1965-02-21,Soviet Union,SU,R-14
1965-02-21,Soviet Union,SU,R-14
1965-02-22,Soviet Union,SU,R-7
1965-02-25,United States,US,Thor
1965-02-25,United States,US,Thor
1965-02-25,United States,US,Thor
1965-02-25,United States,US,Thor
1965-02-25,United States,US,Thor
1965-02-26,Soviet Union,SU,R-7
1965-03-02,United States,US,Atlas
1965-03-07,Soviet Union,SU,R-7
1965-03-09,United States,US,Thor
1965-03-09,United States,US,Thor
1965-03-09,United States,US,Thor
1965-03-09,United States,US,Thor
1965-03-09,United States,US,Thor
1965-03-09,United States,US,Thor
1965-03-09,United States,US,Thor
1965-03-09,United States,US,Thor
1965-03-11,United States,US,Thor
1965-03-11,United States,US,Thor
1965-03-12,Soviet Union,SU,R-7
1965-03-12,Soviet Union,SU,R-7
1965-03-12,United States,US,Atlas
1965-03-12,United States,US,Atlas
1965-03-15,Soviet Union,SU,R-14
1965-03-15,Soviet Union,SU,R-14
1965-03-15,Soviet Union,SU,R-14
1965-03-18,United States,US,Thor
1965-03-18,Soviet Union,SU,R-7
1965-03-21,United States,US,Atlas
1965-03-23,United States,US,Titan
1965-03-25,Soviet Union,SU,R-7
1965-03-25,United States,US,Thor
1965-03-25,United States,US,Thor
1965-03-25,United States,US,Thor
1965-03-25,United States,US,Thor
1965-04-03,United States,US,Atlas
1965-04-03,United States,US,Atlas
1965-04-06,United States,US,Thor
1965-04-10,Soviet Union,SU,R-7
1965-04-10,Soviet Union,SU,R-7
1965-04-17,Soviet Union,SU,R-7
1965-04-23,Soviet Union,SU,R-7
1965-04-28,United States,US,Atlas
1965-04-28,United States,US,Atlas
1965-04-28,United States,US,Atlas
1965-04-29,United States,US,Other
1965-04-29,United States,US,Thor
1965-04-29,United States,US,Thor
1965-04-29,United States,US,Thor
1965-04-29,United States,US,Thor
1965-05-06,United States,US,Titan
1965-05-06,United States,US,Titan
1965-05-06,United States,US,Titan
1965-05-07,Soviet Union,SU,R-7
1965-05-09,Soviet Union,SU,R-7
1965-05-09,Soviet Union,SU,R-7
1965-05-18,United States,US,Thor
1965-05-18,United States,US,Thor
1965-05-18,United States,US,Thor
1965-05-18,United States,US,Thor
1965-05-20,United States,US,Thor
1965-05-25,United States,US,Other
1965-05-25,United States,US,Other
1965-05-25,Soviet Union,SU,R-7
1965-05-27,United States,US,Atlas
1965-05-27,United States,US,Atlas
1965-05-28,United States,US,Atlas
1965-05-29,United States,US,Thor
1965-06-03,United States,US,Titan
1965-06-08,Soviet Union,SU,R-7
1965-06-08,Soviet Union,SU,R-7
1965-06-09,United States,US,Thor
1965-06-09,United States,US,Thor
1965-06-09,United States,US,Thor
1965-06-09,United States,US,Thor
1965-06-15,Soviet Union,SU,R-7
1965-06-18,United States,US,Titan
1965-06-24,United States,US,Thor
1965-06-25,Soviet Union,SU,R-7
1965-06-25,United States,US,Atlas
1965-06-25,United States,US,Atlas
1965-06-25,United States,US,Atlas
1965-06-25,United States,US,Atlas
1965-07-02,United States,US,Thor
1965-07-02,Soviet Union,SU,Other
1965-07-12,United States,US,Atlas
1965-07-12,United States,US,Atlas
1965-07-13,Soviet Union,SU,R-7
1965-07-16,Soviet Union,SU,R-14
